paper_key,file,page,value,unit,topic,gravity_context,snippet
DIRECTIONAL SOLIDIFICATION EXPERIMENTS IN MATERIALS SCIENCE LABORATORY OF THE INTERNATIONAL SPACE STATION,ReferencePapers/DIRECTIONAL SOLIDIFICATION EXPERIMENTS IN MATERIALS SCIENCE LABORATORY OF THE INTERNATIONAL SPACE STATION.pdf,19,< 40,K/cm,thermal condition,microgravity/space,"MSL Low Gradient Furnace (LGF)  LGF is a Bridgman furnace that supports directional solidification of metals and growth of semiconductors at gradients in a typical range < 40 K/cm. (Isothermal temperature profiles can be established as well.)  LGF consists of a ""cold"" and a ""hot"" cavity separated by an adiabatic zone  Directional solidification experiments: planar solid / liquid interface esta"
DIRECTIONAL SOLIDIFICATION EXPERIMENTS IN MATERIALS SCIENCE LABORATORY OF THE INTERNATIONAL SPACE STATION,ReferencePapers/DIRECTIONAL SOLIDIFICATION EXPERIMENTS IN MATERIALS SCIENCE LABORATORY OF THE INTERNATIONAL SPACE STATION.pdf,19,30,mm,length scale/microstructure,unspecified,of the two heater zones close to the adiabatic zone)  Temperature of each heated zone can be controlled with any of 2 redundant WRe-thermocouples located inside the corresponding diffuser  Inner diameter of cavities: 30 mm
DIRECTIONAL SOLIDIFICATION EXPERIMENTS IN MATERIALS SCIENCE LABORATORY OF THE INTERNATIONAL SPACE STATION,ReferencePapers/DIRECTIONAL SOLIDIFICATION EXPERIMENTS IN MATERIALS SCIENCE LABORATORY OF THE INTERNATIONAL SPACE STATION.pdf,20,150,mm,length scale/microstructure,microgravity/space,MSL Low Gradient Furnace (LGF) • Vacuum operation • Maximum furnace displacement: 150 mm • Maximum zone temperature: 1400 °C at the level of the diffusers. • Minimum controllable zone temperature: 500 °C • Carbon reinforced carbon diffusers provide for enhanced circumferential temperature uniformity • Rota
DIRECTIONAL SOLIDIFICATION EXPERIMENTS IN MATERIALS SCIENCE LABORATORY OF THE INTERNATIONAL SPACE STATION,ReferencePapers/DIRECTIONAL SOLIDIFICATION EXPERIMENTS IN MATERIALS SCIENCE LABORATORY OF THE INTERNATIONAL SPACE STATION.pdf,20,1400,°C,thermal condition,microgravity/space,MSL Low Gradient Furnace (LGF) • Vacuum operation • Maximum furnace displacement: 150 mm • Maximum zone temperature: 1400 °C at the level of the diffusers. • Minimum controllable zone temperature: 500 °C • Carbon reinforced carbon diffusers provide for enhanced circumferential temperature uniformity • Rotating magnetic field with maximum fie
DIRECTIONAL SOLIDIFICATION EXPERIMENTS IN MATERIALS SCIENCE LABORATORY OF THE INTERNATIONAL SPACE STATION,ReferencePapers/DIRECTIONAL SOLIDIFICATION EXPERIMENTS IN MATERIALS SCIENCE LABORATORY OF THE INTERNATIONAL SPACE STATION.pdf,20,500,°C,thermal condition,microgravity/space,"MSL Low Gradient Furnace (LGF) • Vacuum operation • Maximum furnace displacement: 150 mm • Maximum zone temperature: 1400 °C at the level of the diffusers. • Minimum controllable zone temperature: 500 °C • Carbon reinforced carbon diffusers provide for enhanced circumferential temperature uniformity • Rotating magnetic field with maximum field strength at ""hot"" side of adiabatic zone"
DIRECTIONAL SOLIDIFICATION EXPERIMENTS IN MATERIALS SCIENCE LABORATORY OF THE INTERNATIONAL SPACE STATION,ReferencePapers/DIRECTIONAL SOLIDIFICATION EXPERIMENTS IN MATERIALS SCIENCE LABORATORY OF THE INTERNATIONAL SPACE STATION.pdf,22,7,wt%,alloy composition,unspecified,LGF Thermal Profile: Example for Al 7wt% Si
DIRECTIONAL SOLIDIFICATION EXPERIMENTS IN MATERIALS SCIENCE LABORATORY OF THE INTERNATIONAL SPACE STATION,ReferencePapers/DIRECTIONAL SOLIDIFICATION EXPERIMENTS IN MATERIALS SCIENCE LABORATORY OF THE INTERNATIONAL SPACE STATION.pdf,24,50,mm,length scale/microstructure,unspecified,Solidification and Quenching Furnace (SQF) • Dimensions of Adiabatic Zone: - 50 mm length - 20 mm inner diameter (limits cartridge tube envelope to Ø16.0mm + 0.5 mm) • Temperature of each heated zone can be controlled with any of 3 redundant WRe-thermocouples located inside the corresponding diffus
DIRECTIONAL SOLIDIFICATION EXPERIMENTS IN MATERIALS SCIENCE LABORATORY OF THE INTERNATIONAL SPACE STATION,ReferencePapers/DIRECTIONAL SOLIDIFICATION EXPERIMENTS IN MATERIALS SCIENCE LABORATORY OF THE INTERNATIONAL SPACE STATION.pdf,24,20,mm,length scale/microstructure,unspecified,Solidification and Quenching Furnace (SQF) • Dimensions of Adiabatic Zone: - 50 mm length - 20 mm inner diameter (limits cartridge tube envelope to Ø16.0mm + 0.5 mm) • Temperature of each heated zone can be controlled with any of 3 redundant WRe-thermocouples located inside the corresponding diffuser • Maximum zo
DIRECTIONAL SOLIDIFICATION EXPERIMENTS IN MATERIALS SCIENCE LABORATORY OF THE INTERNATIONAL SPACE STATION,ReferencePapers/DIRECTIONAL SOLIDIFICATION EXPERIMENTS IN MATERIALS SCIENCE LABORATORY OF THE INTERNATIONAL SPACE STATION.pdf,24,16.0,mm,length scale/microstructure,unspecified,Solidification and Quenching Furnace (SQF) • Dimensions of Adiabatic Zone: - 50 mm length - 20 mm inner diameter (limits cartridge tube envelope to Ø16.0mm + 0.5 mm) • Temperature of each heated zone can be controlled with any of 3 redundant WRe-thermocouples located inside the corresponding diffuser • Maximum zone temperature: 1400 °C at the level of the diffusers. • Ca
DIRECTIONAL SOLIDIFICATION EXPERIMENTS IN MATERIALS SCIENCE LABORATORY OF THE INTERNATIONAL SPACE STATION,ReferencePapers/DIRECTIONAL SOLIDIFICATION EXPERIMENTS IN MATERIALS SCIENCE LABORATORY OF THE INTERNATIONAL SPACE STATION.pdf,24,0.5,mm,length scale/microstructure,unspecified,Solidification and Quenching Furnace (SQF) • Dimensions of Adiabatic Zone: - 50 mm length - 20 mm inner diameter (limits cartridge tube envelope to Ø16.0mm + 0.5 mm) • Temperature of each heated zone can be controlled with any of 3 redundant WRe-thermocouples located inside the corresponding diffuser • Maximum zone temperature: 1400 °C at the level of the diffusers. • Carbon rein
DIRECTIONAL SOLIDIFICATION EXPERIMENTS IN MATERIALS SCIENCE LABORATORY OF THE INTERNATIONAL SPACE STATION,ReferencePapers/DIRECTIONAL SOLIDIFICATION EXPERIMENTS IN MATERIALS SCIENCE LABORATORY OF THE INTERNATIONAL SPACE STATION.pdf,24,1400,°C,thermal condition,unspecified,(limits cartridge tube envelope to Ø16.0mm + 0.5 mm) • Temperature of each heated zone can be controlled with any of 3 redundant WRe-thermocouples located inside the corresponding diffuser • Maximum zone temperature: 1400 °C at the level of the diffusers. • Carbon reinforced carbon diffusers provide for enhanced circumferential temperature uniformity • At the end of processing the specimen can be quenched by a rapid displacement of the fu
DIRECTIONAL SOLIDIFICATION EXPERIMENTS IN MATERIALS SCIENCE LABORATORY OF THE INTERNATIONAL SPACE STATION,ReferencePapers/DIRECTIONAL SOLIDIFICATION EXPERIMENTS IN MATERIALS SCIENCE LABORATORY OF THE INTERNATIONAL SPACE STATION.pdf,24,150,mm,length scale/microstructure,unspecified,"the end of processing the specimen can be quenched by a rapid displacement of the furnace insert that positions the chill block over the molten portion of the specimen. • Vacuum operation • Maximum furnace displacement 150 mm • Rotating magnetic field with maximum field strength at ""hot"" side of adiabatic zone"
DIRECTIONAL SOLIDIFICATION EXPERIMENTS IN MATERIALS SCIENCE LABORATORY OF THE INTERNATIONAL SPACE STATION,ReferencePapers/DIRECTIONAL SOLIDIFICATION EXPERIMENTS IN MATERIALS SCIENCE LABORATORY OF THE INTERNATIONAL SPACE STATION.pdf,27,500 – 1400,°C,thermal condition,unspecified,LGF and SQF Thermal Details • Furnace temperature control range: 500 – 1400 °C • Maximum heat-up rate: 10 K/min • Furnace temperature stability: - about ± 0.05 K at T < 1200 °C - about ± 0.1 K at T < 1400 °C • Temperature uniformity along the circumference of each heater zone: variation of up to
DIRECTIONAL SOLIDIFICATION EXPERIMENTS IN MATERIALS SCIENCE LABORATORY OF THE INTERNATIONAL SPACE STATION,ReferencePapers/DIRECTIONAL SOLIDIFICATION EXPERIMENTS IN MATERIALS SCIENCE LABORATORY OF THE INTERNATIONAL SPACE STATION.pdf,27,10,K/min,thermal condition,unspecified,LGF and SQF Thermal Details • Furnace temperature control range: 500 – 1400 °C • Maximum heat-up rate: 10 K/min • Furnace temperature stability: - about ± 0.05 K at T < 1200 °C - about ± 0.1 K at T < 1400 °C • Temperature uniformity along the circumference of each heater zone: variation of up to ± 0.5 K • Axial temperature unifo
DIRECTIONAL SOLIDIFICATION EXPERIMENTS IN MATERIALS SCIENCE LABORATORY OF THE INTERNATIONAL SPACE STATION,ReferencePapers/DIRECTIONAL SOLIDIFICATION EXPERIMENTS IN MATERIALS SCIENCE LABORATORY OF THE INTERNATIONAL SPACE STATION.pdf,27,± 0.05,K,thermal condition,unspecified,LGF and SQF Thermal Details • Furnace temperature control range: 500 – 1400 °C • Maximum heat-up rate: 10 K/min • Furnace temperature stability: - about ± 0.05 K at T < 1200 °C - about ± 0.1 K at T < 1400 °C • Temperature uniformity along the circumference of each heater zone: variation of up to ± 0.5 K • Axial temperature uniformity of the plateau heaters (isothermal operatio
DIRECTIONAL SOLIDIFICATION EXPERIMENTS IN MATERIALS SCIENCE LABORATORY OF THE INTERNATIONAL SPACE STATION,ReferencePapers/DIRECTIONAL SOLIDIFICATION EXPERIMENTS IN MATERIALS SCIENCE LABORATORY OF THE INTERNATIONAL SPACE STATION.pdf,27,< 1200,°C,thermal condition,unspecified,LGF and SQF Thermal Details • Furnace temperature control range: 500 – 1400 °C • Maximum heat-up rate: 10 K/min • Furnace temperature stability: - about ± 0.05 K at T < 1200 °C - about ± 0.1 K at T < 1400 °C • Temperature uniformity along the circumference of each heater zone: variation of up to ± 0.5 K • Axial temperature uniformity of the plateau heaters (isothermal operation): better than
DIRECTIONAL SOLIDIFICATION EXPERIMENTS IN MATERIALS SCIENCE LABORATORY OF THE INTERNATIONAL SPACE STATION,ReferencePapers/DIRECTIONAL SOLIDIFICATION EXPERIMENTS IN MATERIALS SCIENCE LABORATORY OF THE INTERNATIONAL SPACE STATION.pdf,27,± 0.1,K,thermal condition,unspecified,LGF and SQF Thermal Details • Furnace temperature control range: 500 – 1400 °C • Maximum heat-up rate: 10 K/min • Furnace temperature stability: - about ± 0.05 K at T < 1200 °C - about ± 0.1 K at T < 1400 °C • Temperature uniformity along the circumference of each heater zone: variation of up to ± 0.5 K • Axial temperature uniformity of the plateau heaters (isothermal operation): better than ± 0.5 K over fu
DIRECTIONAL SOLIDIFICATION EXPERIMENTS IN MATERIALS SCIENCE LABORATORY OF THE INTERNATIONAL SPACE STATION,ReferencePapers/DIRECTIONAL SOLIDIFICATION EXPERIMENTS IN MATERIALS SCIENCE LABORATORY OF THE INTERNATIONAL SPACE STATION.pdf,27,< 1400,°C,thermal condition,unspecified,"LGF and SQF Thermal Details • Furnace temperature control range: 500 – 1400 °C • Maximum heat-up rate: 10 K/min • Furnace temperature stability: - about ± 0.05 K at T < 1200 °C - about ± 0.1 K at T < 1400 °C • Temperature uniformity along the circumference of each heater zone: variation of up to ± 0.5 K • Axial temperature uniformity of the plateau heaters (isothermal operation): better than ± 0.5 K over full length, with"
DIRECTIONAL SOLIDIFICATION EXPERIMENTS IN MATERIALS SCIENCE LABORATORY OF THE INTERNATIONAL SPACE STATION,ReferencePapers/DIRECTIONAL SOLIDIFICATION EXPERIMENTS IN MATERIALS SCIENCE LABORATORY OF THE INTERNATIONAL SPACE STATION.pdf,27,± 0.5,K,thermal condition,unspecified,"• Maximum heat-up rate: 10 K/min • Furnace temperature stability: - about ± 0.05 K at T < 1200 °C - about ± 0.1 K at T < 1400 °C • Temperature uniformity along the circumference of each heater zone: variation of up to ± 0.5 K • Axial temperature uniformity of the plateau heaters (isothermal operation): better than ± 0.5 K over full length, with the exception of 10 mm at each end • T/C electronics resolution: 16 bit • T/C electronics accura"
DIRECTIONAL SOLIDIFICATION EXPERIMENTS IN MATERIALS SCIENCE LABORATORY OF THE INTERNATIONAL SPACE STATION,ReferencePapers/DIRECTIONAL SOLIDIFICATION EXPERIMENTS IN MATERIALS SCIENCE LABORATORY OF THE INTERNATIONAL SPACE STATION.pdf,27,10,mm,length scale/microstructure,unspecified,"iformity along the circumference of each heater zone: variation of up to ± 0.5 K • Axial temperature uniformity of the plateau heaters (isothermal operation): better than ± 0.5 K over full length, with the exception of 10 mm at each end • T/C electronics resolution: 16 bit • T/C electronics accuracy: ± 30 μV • T/C Accuracy: 1% of temperature (batch verification) • SQF cooling zone control range: 40 – 80 °C • Control stability: ± 0.5 K"
DIRECTIONAL SOLIDIFICATION EXPERIMENTS IN MATERIALS SCIENCE LABORATORY OF THE INTERNATIONAL SPACE STATION,ReferencePapers/DIRECTIONAL SOLIDIFICATION EXPERIMENTS IN MATERIALS SCIENCE LABORATORY OF THE INTERNATIONAL SPACE STATION.pdf,27,1,%,alloy composition,unspecified,"mity of the plateau heaters (isothermal operation): better than ± 0.5 K over full length, with the exception of 10 mm at each end • T/C electronics resolution: 16 bit • T/C electronics accuracy: ± 30 μV • T/C Accuracy: 1% of temperature (batch verification) • SQF cooling zone control range: 40 – 80 °C • Control stability: ± 0.5 K"
