paper_key,file,page,value,unit,topic,gravity_context,snippet
Detached_Solidification_in_Microgravity_A_Review,ReferencePapers/Detached_Solidification_in_Microgravity_A_Review.pdf,14,2,mm,length scale/microstructure,earth/1g,"T (Shuttle) 1992 Part detached. EPD 5x10 5/cm2 (earth 3x106/cm2). Mobility & resistivity ~2x higher. Homogeneous in void- free part. Kinoshita [116,117, 124,125] PbSnTe Quartz. 10 -6 torr D = 10 mm L = 77 mm Zone melt at 2mm/hr for 4 hr Mirror furnace. Wavy surface. Slid out of ampoule easier. 77K mobility 3x larger. Composition almost constant. Sohachi & Segawa [126] Pb0.8Sn0.2Te Translated Soak 12-24 hr. U SMP-3&4 (Shuttle). Advanced Auto"
Detached_Solidification_in_Microgravity_A_Review,ReferencePapers/Detached_Solidification_in_Microgravity_A_Review.pdf,14,2-50,mm,length scale/microstructure,microgravity/space,"50 mm GF 10 mm/hr G = 30 K/cm. Cool 30 K/hr. Spacelab-1 (Shuttle). CNES GF Many bubbles up to 4 mm in diameter. No gap apparent on remainder. Reduced axial segregation. Rodot & Tottereau [120,121] PbSe0.5Te0.5 Quartz GF 2-50 mm/hr Soak 2 hr (Syrena 1), 4 hr 45 min (Syrena 2) Salyut-6. Splav-01. 1978 Detached Quality strongly dependent on growth rate. At slow growth rates, grains ~5mm. Galazka et al. [85] Pb0.8Sn0.2Te Quartz. Ar D = 16 mm L ~ 4"
Detached_Solidification_in_Microgravity_A_Review,ReferencePapers/Detached_Solidification_in_Microgravity_A_Review.pdf,14,32,mm,length scale/microstructure,earth/1g,". 1985 Few small grains contacted the wall. Remainder detached with very small gap. Fripp et al. [122,123] Pb0.8Sn0.2Te <111> BN. BN piston with graphite spring. <10 -5 torr D = 15 mm L = 58 mm Translated 5.5 mm/hr. Grew 32 mm. Heat up 1 hr. Soak 1 hr. G > 40 K/cm. SL-J/FMPT (Shuttle) 1992 Part detached. EPD 5x10 5/cm2 (earth 3x106/cm2). Mobility & resistivity ~2x higher. Homogeneous in void- free part. Kinoshita [116,117, 124,125] PbSnTe Qua"
Detached_Solidification_in_Microgravity_A_Review,ReferencePapers/Detached_Solidification_in_Microgravity_A_Review.pdf,14,4,mm,length scale/microstructure,microgravity/space,"14 PbTe (+ 1018Ag/cm3) Quartz. 380-610 torr Ar D = 17 mm L = 50 mm GF 10 mm/hr G = 30 K/cm. Cool 30 K/hr. Spacelab-1 (Shuttle). CNES GF Many bubbles up to 4 mm in diameter. No gap apparent on remainder. Reduced axial segregation. Rodot & Tottereau [120,121] PbSe0.5Te0.5 Quartz GF 2-50 mm/hr Soak 2 hr (Syrena 1), 4 hr 45 min (Syrena 2) Salyut-6. Splav-01. 1978 Detached Quality"
Detached_Solidification_in_Microgravity_A_Review,ReferencePapers/Detached_Solidification_in_Microgravity_A_Review.pdf,14,420 - 600,mm,length scale/microstructure,earth/1g,id’n Furn. 1996 & 1997 Necked in for ~1cm from near initial growth. Many irregular trenches ~1mm deep. Fully mixed axial concentration profile. Fripp et al. [127-130] Si (+ Sb or B) Graphite or Mo. 10 -5 torr D = 8 mm GF 420 - 600 mm/hr 100 s to heat. 80 s to melt. 400 s to freeze Mir rocket (10 min). BKT exothermic furnace. 1980 Contacted walls only in separate small areas. Single crystals (polycrst from earth). Surface enriched in Sb. EPD 10 2-103
Detached_Solidification_in_Microgravity_A_Review,ReferencePapers/Detached_Solidification_in_Microgravity_A_Review.pdf,14,46.8,mm,length scale/microstructure,earth/1g,"letely detached, two others partially. All easily removed from ampoule. Mobility of completely detached crystal equal to record for crystals grown on earth. Parfeniev et al. [131] Zn (+ Zn65) Graphite. 5x10-6 torr Ar L = 46.8 mm GF Soak 1 hr at 775 oC. G 45 K/cm Skylab 3. Westinghouse GF. 1974 Wrinkled surfaces on hotter end. Nonuniform distribution of isotope. 50X lower diffusion coefficient. Ukanwa [9,132] Zn - Pb -Bi (11 alloys of different"
Detached_Solidification_in_Microgravity_A_Review,ReferencePapers/Detached_Solidification_in_Microgravity_A_Review.pdf,14,5.5,mm,length scale/microstructure,earth/1g,"zone MEA furnace. 1985 Few small grains contacted the wall. Remainder detached with very small gap. Fripp et al. [122,123] Pb0.8Sn0.2Te <111> BN. BN piston with graphite spring. <10 -5 torr D = 15 mm L = 58 mm Translated 5.5 mm/hr. Grew 32 mm. Heat up 1 hr. Soak 1 hr. G > 40 K/cm. SL-J/FMPT (Shuttle) 1992 Part detached. EPD 5x10 5/cm2 (earth 3x106/cm2). Mobility & resistivity ~2x higher. Homogeneous in void- free part. Kinoshita [116,117, 124,"
Detached_Solidification_in_Microgravity_A_Review,ReferencePapers/Detached_Solidification_in_Microgravity_A_Review.pdf,14,50,mm,length scale/microstructure,microgravity/space,"14 PbTe (+ 1018Ag/cm3) Quartz. 380-610 torr Ar D = 17 mm L = 50 mm GF 10 mm/hr G = 30 K/cm. Cool 30 K/hr. Spacelab-1 (Shuttle). CNES GF Many bubbles up to 4 mm in diameter. No gap apparent on remainder. Reduced axial segregation. Rodot & Tottereau [120,121] PbSe0.5Te0.5 Quartz GF 2-50"
Detached_Solidification_in_Microgravity_A_Review,ReferencePapers/Detached_Solidification_in_Microgravity_A_Review.pdf,14,58,mm,length scale/microstructure,earth/1g,"uttle STS 61A. 3-zone MEA furnace. 1985 Few small grains contacted the wall. Remainder detached with very small gap. Fripp et al. [122,123] Pb0.8Sn0.2Te <111> BN. BN piston with graphite spring. <10 -5 torr D = 15 mm L = 58 mm Translated 5.5 mm/hr. Grew 32 mm. Heat up 1 hr. Soak 1 hr. G > 40 K/cm. SL-J/FMPT (Shuttle) 1992 Part detached. EPD 5x10 5/cm2 (earth 3x106/cm2). Mobility & resistivity ~2x higher. Homogeneous in void- free part. Kinosh"
Detached_Solidification_in_Microgravity_A_Review,ReferencePapers/Detached_Solidification_in_Microgravity_A_Review.pdf,14,77,mm,length scale/microstructure,earth/1g,"> 40 K/cm. SL-J/FMPT (Shuttle) 1992 Part detached. EPD 5x10 5/cm2 (earth 3x106/cm2). Mobility & resistivity ~2x higher. Homogeneous in void- free part. Kinoshita [116,117, 124,125] PbSnTe Quartz. 10 -6 torr D = 10 mm L = 77 mm Zone melt at 2mm/hr for 4 hr Mirror furnace. Wavy surface. Slid out of ampoule easier. 77K mobility 3x larger. Composition almost constant. Sohachi & Segawa [126] Pb0.8Sn0.2Te Translated Soak 12-24 hr. U SMP-3&4 (Shuttl"
Detached_Solidification_in_Microgravity_A_Review,ReferencePapers/Detached_Solidification_in_Microgravity_A_Review.pdf,14,8,mm,length scale/microstructure,earth/1g,ect. Solid’n Furn. 1996 & 1997 Necked in for ~1cm from near initial growth. Many irregular trenches ~1mm deep. Fully mixed axial concentration profile. Fripp et al. [127-130] Si (+ Sb or B) Graphite or Mo. 10 -5 torr D = 8 mm GF 420 - 600 mm/hr 100 s to heat. 80 s to melt. 400 s to freeze Mir rocket (10 min). BKT exothermic furnace. 1980 Contacted walls only in separate small areas. Single crystals (polycrst from earth). Surface enriched in
Detached_Solidification_in_Microgravity_A_Review,ReferencePapers/Detached_Solidification_in_Microgravity_A_Review.pdf,14,~ 5,mm,length scale/microstructure,earth/1g,"0 min). BKT exothermic furnace. 1980 Contacted walls only in separate small areas. Single crystals (polycrst from earth). Surface enriched in Sb. EPD 10 2-103 lower. through Avduevsky [68] Te Quartz. Vacuum. feed rod: D ~ 5 mm L ~ 70 mm ampoule: D ~ 6 mm GF MIR. Crystallizator CSK- 1 1996 One sample completely detached, two others partially. All easily removed from ampoule. Mobility of completely detached crystal equal to record for crystals"
Detached_Solidification_in_Microgravity_A_Review,ReferencePapers/Detached_Solidification_in_Microgravity_A_Review.pdf,14,~ 6,mm,length scale/microstructure,earth/1g,"ce. 1980 Contacted walls only in separate small areas. Single crystals (polycrst from earth). Surface enriched in Sb. EPD 10 2-103 lower. through Avduevsky [68] Te Quartz. Vacuum. feed rod: D ~ 5 mm L ~ 70 mm ampoule: D ~ 6 mm GF MIR. Crystallizator CSK- 1 1996 One sample completely detached, two others partially. All easily removed from ampoule. Mobility of completely detached crystal equal to record for crystals grown on earth. Parfeniev et"
Detached_Solidification_in_Microgravity_A_Review,ReferencePapers/Detached_Solidification_in_Microgravity_A_Review.pdf,14,~ 70,mm,length scale/microstructure,earth/1g,"KT exothermic furnace. 1980 Contacted walls only in separate small areas. Single crystals (polycrst from earth). Surface enriched in Sb. EPD 10 2-103 lower. through Avduevsky [68] Te Quartz. Vacuum. feed rod: D ~ 5 mm L ~ 70 mm ampoule: D ~ 6 mm GF MIR. Crystallizator CSK- 1 1996 One sample completely detached, two others partially. All easily removed from ampoule. Mobility of completely detached crystal equal to record for crystals grown on e"
Detached_Solidification_in_Microgravity_A_Review,ReferencePapers/Detached_Solidification_in_Microgravity_A_Review.pdf,10,2x1017,,mechanical property,earth/1g,"). BKT exothermic furnace. 1976 - 1980 Contacted walls only in separate small areas. Gas inclusions. Single crystals compared to polycrystals from earth. EPD 10 2-103 lower. Uniform doping. Vlasenko et al. [66,67] Ge (+ 2x1017 Ga, 1.5x1018Sb /cm3) Carbon-coated quartz. D = 12 mm L=38-52 mm Translated 11.3 - 22.5 mm/hr Soak 2 hr. G = 70-80 K/cm Salyut-6. Kristall facility. ~ 1978 - 1982 Gap 40 - 60 µm wide & wavy. Scattered peaks and ridges in"
Detached_Solidification_in_Microgravity_A_Review,ReferencePapers/Detached_Solidification_in_Microgravity_A_Review.pdf,13,9x10 19,,mechanical property,earth/1g,"sing Furnace. 1987 Smooth. Separated easily from quartz ampoule, while earth sample adhered tightly. No striations. 3.6% radial variation in resistivity compared to 34% from earth. Zhang et al. [106,107] InSb (undoped & 9x10 19 Sn/cm3) Quartz tube capped by graphite ends. With getters, <4x10 -3 torr after exp’t. D = 10 mm. Machined increase to14 mm part way down. L = 100 mm 0 to ~ 22 mm/hr, via calorimetric measure. Soak 2 hr. Cool 4.3 hr. D1"
Detached_Solidification_in_Microgravity_A_Review,ReferencePapers/Detached_Solidification_in_Microgravity_A_Review.pdf,7,10,K/cm,thermal condition,earth/1g,"hose with Al 2O3 skin had large areas detached, with facets. Others attached. Lamellae ~2X larger. Many more rods and broken lamellae, fewer dendrites. Barbieri et al. [3] Ag4RbI5 Quartz 1 GF, 1 translated at 5 mm/hr G = 10 K/cm. 1 cooled at 12.5 K/hr, 1 translated MIR. Crystallizator CSK- 1 1989 SEM shows same morphology as from earth. No cracks. Fewer photoluminesc peaks. Sharper X-ray diffract. Regel et al. [4] Al Quartz. ~ 0.1 torr Ar D = 6"
Detached_Solidification_in_Microgravity_A_Review,ReferencePapers/Detached_Solidification_in_Microgravity_A_Review.pdf,7,11.3-45,K,thermal condition,microgravity/space,in. Salyut-6. Kristall facility. 1980 “Shrinkage” larger in part with smaller diameter. Fuchs et al. [5] Al (+ 4% Cu) Quartz. ~ 0.1 torr Ar D = 11.5 mm L = 100 mm GF 11 - 22.6 mm/hr Soak 138-420 min. G = 30-40 K/cm. Cool 11.3-45 K/hr Salyut-6. Splav facility. 1980 Irregular and wavy. Fuchs et al. [5] Al (+ 0.2-0.5wt% SiC & Al 2O3 particles) Graphite. Al2O3 skin. Vacuum. D = 10 mm L = 80 mm Soak 40 min at 800oC. Cool 3600 K/hr Spacelab-1 (Shuttle)
Detached_Solidification_in_Microgravity_A_Review,ReferencePapers/Detached_Solidification_in_Microgravity_A_Review.pdf,7,12.5,K,thermal condition,earth/1g,"had large areas detached, with facets. Others attached. Lamellae ~2X larger. Many more rods and broken lamellae, fewer dendrites. Barbieri et al. [3] Ag4RbI5 Quartz 1 GF, 1 translated at 5 mm/hr G = 10 K/cm. 1 cooled at 12.5 K/hr, 1 translated MIR. Crystallizator CSK- 1 1989 SEM shows same morphology as from earth. No cracks. Fewer photoluminesc peaks. Sharper X-ray diffract. Regel et al. [4] Al Quartz. ~ 0.1 torr Ar D = 6.5 mm L = 55 mm Tran"
Detached_Solidification_in_Microgravity_A_Review,ReferencePapers/Detached_Solidification_in_Microgravity_A_Review.pdf,7,144,K,thermal condition,microgravity/space,"acuum Spacelab-1 (Shuttle) Gradient Heat. Fac. 1983 “No evidence of wetting” Sample moved to hot part. Potard and Morgand [7] Al - Cu (eutectic: 33.0%w Cu) Graphite D = 6.25 mm L = 12.7 mm GF Soak 1 hr. G = 45 K/cm. Cool 144 K/hr Skylab 3 & 4. Westinghouse GF. 1974 Reduced diameters with hourglass shapes, slight from Skylab 4. Hasemeyer et al. [8,9] Al-Cu (eutectic: 33.0%w Cu) Ar D = 5 mm L = 150 mm No soak Spacelab 1 (Shuttle). 1983 Attache"
Detached_Solidification_in_Microgravity_A_Review,ReferencePapers/Detached_Solidification_in_Microgravity_A_Review.pdf,7,200-300,K/cm,thermal condition,earth-vs-microgravity comparison,"Method & freeze rate Thermal conditions Carrier, furnace, year of flight(s) Results: surface Interior compared to earth-grown ingots Authors & references Ag TiO2 skin, square cross section D ~ 8 mm L = 49 mm 6 mm/hr G = 200-300 K/cm TEXUS-9 rocket Detached along corners. Sprenger [1] Ag (+ 2.8 %v W particles) Ni GF G = 8 - 16 K/cm. Rapid cooling. TEXUS-20 rocket. TEM 01 Isothermal Furnace “The crucible wall ... completely wetted ...” No macro sedim"
Detached_Solidification_in_Microgravity_A_Review,ReferencePapers/Detached_Solidification_in_Microgravity_A_Review.pdf,7,3600,K,thermal condition,microgravity/space,G = 30-40 K/cm. Cool 11.3-45 K/hr Salyut-6. Splav facility. 1980 Irregular and wavy. Fuchs et al. [5] Al (+ 0.2-0.5wt% SiC & Al 2O3 particles) Graphite. Al2O3 skin. Vacuum. D = 10 mm L = 80 mm Soak 40 min at 800oC. Cool 3600 K/hr Spacelab-1 (Shuttle). 1983 Attached to oxide skin. Crinkled and wavy. Distribution of SiC more uniform. Microhardness 20% higher. Better adhesion of particles. Froyen & Deruyttere [6] Al (several alloys) Graphite. So
Detached_Solidification_in_Microgravity_A_Review,ReferencePapers/Detached_Solidification_in_Microgravity_A_Review.pdf,7,45,K/cm,thermal condition,microgravity/space,"5%a Zn) SiC. Vacuum Spacelab-1 (Shuttle) Gradient Heat. Fac. 1983 “No evidence of wetting” Sample moved to hot part. Potard and Morgand [7] Al - Cu (eutectic: 33.0%w Cu) Graphite D = 6.25 mm L = 12.7 mm GF Soak 1 hr. G = 45 K/cm. Cool 144 K/hr Skylab 3 & 4. Westinghouse GF. 1974 Reduced diameters with hourglass shapes, slight from Skylab 4. Hasemeyer et al. [8,9] Al-Cu (eutectic: 33.0%w Cu) Ar D = 5 mm L = 150 mm No soak Spacelab 1 (Shuttle)."
Detached_Solidification_in_Microgravity_A_Review,ReferencePapers/Detached_Solidification_in_Microgravity_A_Review.pdf,7,8 - 16,K/cm,thermal condition,earth-vs-microgravity comparison,"r compared to earth-grown ingots Authors & references Ag TiO2 skin, square cross section D ~ 8 mm L = 49 mm 6 mm/hr G = 200-300 K/cm TEXUS-9 rocket Detached along corners. Sprenger [1] Ag (+ 2.8 %v W particles) Ni GF G = 8 - 16 K/cm. Rapid cooling. TEXUS-20 rocket. TEM 01 Isothermal Furnace “The crucible wall ... completely wetted ...” No macro sedimentation of particles as on earth. Froyen et al. [2] Ag-Cu (eutectic: 28.1%w Cu) Graphite. Some with"
Detached_Solidification_in_Microgravity_A_Review,ReferencePapers/Detached_Solidification_in_Microgravity_A_Review.pdf,7,~ 1800,K,thermal condition,microgravity/space,wavy. Distribution of SiC more uniform. Microhardness 20% higher. Better adhesion of particles. Froyen & Deruyttere [6] Al (several alloys) Graphite. Some with Al 2O3 skin. 750 torr. D = 5 mm L ~ 8 mm GF ~360 mm/hr Cool ~ 1800 K/hr Spacelab-1 (Shuttle). Isothermal Heating Facility. 1983 Strong adhesion to oxide skin. Barbieri et al. [3] Al (+ 1-5%a Zn) SiC. Vacuum Spacelab-1 (Shuttle) Gradient Heat. Fac. 1983 “No evidence of wetting” Sample mov
Detached_Solidification_in_Microgravity_A_Review,ReferencePapers/Detached_Solidification_in_Microgravity_A_Review.pdf,7,~ 2300,K,thermal condition,earth-vs-microgravity comparison,"wetted ...” No macro sedimentation of particles as on earth. Froyen et al. [2] Ag-Cu (eutectic: 28.1%w Cu) Graphite. Some with Al 2O3 or Ni skin.750torrAr D = 5 mm L = 1 - 8 mm with graphite spacers betw. ~360mm/hr Cool ~ 2300 K/hr (molten for ~ 7 min) Spacelab-1 (Shuttle). Isothermal Heating Facility. 1983 Those with Al 2O3 skin had large areas detached, with facets. Others attached. Lamellae ~2X larger. Many more rods and broken lamellae, few"
Detached_Solidification_in_Microgravity_A_Review,ReferencePapers/Detached_Solidification_in_Microgravity_A_Review.pdf,8,200-300,K/cm,thermal condition,microgravity/space,"uttle. MAUS. 1983 Attached (adhered) Global circulation of Pb particles. Bubble nucleation & growth. Klein et al. [25,26] Fe (Cast iron: 3.9%w C, 1.5%w Si) Al 2O3 skin D = 6.5 mm L = 150 mm Translated 6, 24, 42 mm/hr G = 200-300 K/cm Spacelab-1 (Shuttle). Isothermal Heating Facility. 1983 Gap between ingot and skin. Ingot separated into two parts. Sprenger, Luyendijk [1,27,28] Fe (Cast iron: 3 - 4% C) Al 2O3 skin, ~ 80µm thick. D = 7 mm L = 150 mm 6"
Detached_Solidification_in_Microgravity_A_Review,ReferencePapers/Detached_Solidification_in_Microgravity_A_Review.pdf,8,35,K/cm,thermal condition,earth/1g,"end of cone, cellular partial contact, then full contact. No grain or twin nucleation while detached. Much lower stress and EPD. Larson et al. [19,20] CdTe (+ 4% Zn) Quartz D = 15 mm seed D 6 mm Translated 1.6 mm/hr G = 35 K/cm USML-2 (Shuttle). Crystal Growth Furnace. 1995 Fully detached neck for 22 mm, partial contact 28 mm. No twinning in detached. Diffusion controlled segregation. EPD 800 (8x10 5 from earth). Larson et al. [21-24] CsCl (+"
Detached_Solidification_in_Microgravity_A_Review,ReferencePapers/Detached_Solidification_in_Microgravity_A_Review.pdf,9,18,K,thermal condition,earth-vs-microgravity comparison,"Duffar et al. [27,39,41, 45,46] GaSb (Te-doped, high resistivity) <111>B Quartz. Quartz piston & spring. 400 torr Ar Feed: D = 4.42 mm L = 35 mm Ampoule: D = 4.49 mm GF ~ 4 mm/hr Soaked 3 hr at 795 C. G ~ 52 K/cm Cooled 18 K/hr MIR. QUELD. 1996 Two of three detached from beginning for 1.5 & 2 mm, then ~ axial ridges in contact. Less axial segregation. No influence on EPD. Single crystal from space, polycrstalline from earth. Redden & Mickle"
Detached_Solidification_in_Microgravity_A_Review,ReferencePapers/Detached_Solidification_in_Microgravity_A_Review.pdf,9,~ 52,K/cm,thermal condition,earth-vs-microgravity comparison,"s strong mixing. Duffar et al. [27,39,41, 45,46] GaSb (Te-doped, high resistivity) <111>B Quartz. Quartz piston & spring. 400 torr Ar Feed: D = 4.42 mm L = 35 mm Ampoule: D = 4.49 mm GF ~ 4 mm/hr Soaked 3 hr at 795 C. G ~ 52 K/cm Cooled 18 K/hr MIR. QUELD. 1996 Two of three detached from beginning for 1.5 & 2 mm, then ~ axial ridges in contact. Less axial segregation. No influence on EPD. Single crystal from space, polycrstalline from earth. Red"
Detached_Solidification_in_Microgravity_A_Review,ReferencePapers/Detached_Solidification_in_Microgravity_A_Review.pdf,10,36,K,thermal condition,microgravity/space,".3, 0.5) Carbon-coated quartz. Three graphite spacers sep’d by quartz wool at each end. 10 torr He. D = 8 mm L = 90 mm GF ~ 8 mm/hr, increasing down ingot. Soak 16 hr at 960 oC. Melt back ~ 1/2. Initial G ~ 80 K/cm. Cool 36 K/hr for 8.3 hr. Skylab 3. Westinghouse GF. 1974 Wavy surface with smaller diameter. Much smaller diameter in 2 areas for x = 0.1. Mostly twin boundaries. 54% fewer boundaries. Twins seldom nucleate in space. Where detach"
